model,acc,f1,P,neg,L
RCSVM,0.7342030167142275,0.846732487070992,0.2,2453.0,
RANDOM,0.74,0.8505747126436781,0.2,,
RGCN_GAE,0.98,0.98989898989899,0.2,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.2,,3.0
RGCN_GAE,0.97,0.9847715736040609,0.2,,4.0
RGCN_GAE,0.935,0.9664082687338501,0.2,,5.0
RLP_PUL,0.93,0.9637305699481865,0.2,,
GCN_GAE,0.965,0.9821882951653944,0.2,,
CCRNE,0.775,0.8732394366197183,0.21,200.0,
MCLS,0.81,0.8950276243093923,0.21,200.0,
LP_PUL,0.87,0.93048128342246,0.21,200.0,
PU_LP,0.8108108108108109,0.8955223880597015,0.21,222.0,
RCSVM,0.74190970834998,0.8518348623853211,0.21,2503.0,
RANDOM,0.655,0.7915407854984894,0.21,,
RGCN_GAE,1.0,1.0,0.21,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.21,,3.0
RGCN_GAE,0.92,0.9583333333333334,0.21,,4.0
RGCN_GAE,0.96,0.9795918367346939,0.21,,5.0
RLP_PUL,0.985,0.9924433249370277,0.21,,
GCN_GAE,0.96,0.9795918367346939,0.21,,
CCRNE,0.76,0.8636363636363636,0.22,200.0,
MCLS,0.83,0.907103825136612,0.22,200.0,
LP_PUL,0.85,0.918918918918919,0.22,200.0,
PU_LP,0.7629310344827587,0.8655256723716381,0.22,232.0,
RCSVM,0.7420008100445524,0.8518949081608929,0.22,2469.0,
RANDOM,0.705,0.8269794721407625,0.22,,
RGCN_GAE,1.0,1.0,0.22,,2.0
RGCN_GAE,0.985,0.9924433249370277,0.22,,3.0
RGCN_GAE,0.955,0.9769820971867008,0.22,,4.0
RGCN_GAE,0.91,0.9528795811518325,0.22,,5.0
RLP_PUL,0.97,0.9847715736040609,0.22,,
GCN_GAE,0.97,0.9847715736040609,0.22,,
CCRNE,0.755,0.8603988603988604,0.23,200.0,
MCLS,0.77,0.8700564971751412,0.23,200.0,
LP_PUL,0.865,0.9276139410187667,0.23,200.0,
PU_LP,0.7950819672131147,0.8858447488584474,0.23,244.0,
RCSVM,0.7330200768902179,0.845945279763372,0.23,2341.0,
RANDOM,0.61,0.7577639751552795,0.23,,
RGCN_GAE,0.99,0.9949748743718593,0.23,,2.0
RGCN_GAE,0.99,0.9949748743718593,0.23,,3.0
RGCN_GAE,0.98,0.98989898989899,0.23,,4.0
RGCN_GAE,0.985,0.9924433249370277,0.23,,5.0
RLP_PUL,0.945,0.9717223650385605,0.23,,
GCN_GAE,0.95,0.9743589743589743,0.23,,
CCRNE,0.78,0.8764044943820225,0.24,200.0,
MCLS,0.9,0.9473684210526315,0.24,200.0,
LP_PUL,0.84,0.9130434782608695,0.24,200.0,
PU_LP,0.8031496062992126,0.8908296943231441,0.24,254.0,
RCSVM,0.7368645877829987,0.8484997540580423,0.24,2341.0,
RANDOM,0.735,0.8472622478386167,0.24,,
RGCN_GAE,1.0,1.0,0.24,,2.0
RGCN_GAE,0.98,0.98989898989899,0.24,,3.0
RGCN_GAE,0.96,0.9795918367346939,0.24,,4.0
RGCN_GAE,0.95,0.9743589743589743,0.24,,5.0
RLP_PUL,0.925,0.961038961038961,0.24,,
GCN_GAE,0.96,0.9795918367346939,0.24,,
CCRNE,0.765,0.8668555240793201,0.25,200.0,
MCLS,0.75,0.8571428571428571,0.25,200.0,
LP_PUL,0.845,0.9159891598915989,0.25,200.0,
PU_LP,0.8,0.8888888888888888,0.25,265.0,
RCSVM,0.6354618722876627,0.77710386656558,0.25,1613.0,
RANDOM,0.68,0.8095238095238095,0.25,,
RGCN_GAE,1.0,1.0,0.25,,2.0
RGCN_GAE,0.995,0.9974937343358395,0.25,,3.0
RGCN_GAE,0.975,0.9873417721518988,0.25,,4.0
RGCN_GAE,0.945,0.9717223650385605,0.25,,5.0
RLP_PUL,0.96,0.9795918367346939,0.25,,
GCN_GAE,0.975,0.9873417721518988,0.25,,
